year,month,month_name,city,province,region,latitude,longitude,population_millions,pm25_ugm3,aqi_us,aqi_category,annual_pm25_avg_ugm3,who_guideline_ratio,is_smog_season,is_crop_burning_season,is_monsoon_season,season,covid_lockdown_period,data_source,data_quality,pakistan_national_avg_pm25,pakistan_global_rank
2016,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,242.6,292,Very Unhealthy,138.0,48.5,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,238.3,288,Very Unhealthy,128.0,47.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,213.5,263,Very Unhealthy,128.0,42.7,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,127.4,188,Unhealthy,128.0,25.5,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,67.3,157,Unhealthy,128.0,13.5,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,52.2,142,Unhealthy for Sensitive Groups,128.0,10.4,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,49.1,134,Unhealthy for Sensitive Groups,128.0,9.8,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,57.3,152,Unhealthy,128.0,11.5,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,70.4,159,Unhealthy,128.0,14.1,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,89.5,169,Unhealthy,128.0,17.9,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,152.8,203,Very Unhealthy,128.0,30.6,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,204.6,255,Very Unhealthy,128.0,40.9,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2017,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,224.5,274,Very Unhealthy,128.0,44.9,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Estimated (pre-monitoring era),,
2018,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,242.8,292,Very Unhealthy,130.4,48.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,215.3,265,Very Unhealthy,130.4,43.1,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,125.2,187,Unhealthy,130.4,25.0,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,67.9,157,Unhealthy,130.4,13.6,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,52.1,142,Unhealthy for Sensitive Groups,130.4,10.4,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,50.1,137,Unhealthy for Sensitive Groups,130.4,10.0,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,58.0,152,Unhealthy,130.4,11.6,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,74.0,161,Unhealthy,130.4,14.8,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,91.3,169,Unhealthy,130.4,18.3,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,150.5,201,Very Unhealthy,130.4,30.1,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,208.3,258,Very Unhealthy,130.4,41.7,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2018,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,222.2,272,Very Unhealthy,130.4,44.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,74.27,2.0
2019,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,192.0,242,Very Unhealthy,104.6,38.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,175.8,226,Very Unhealthy,104.6,35.2,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,101.3,175,Unhealthy,104.6,20.3,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,56.2,151,Unhealthy,104.6,11.2,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,43.2,120,Unhealthy for Sensitive Groups,104.6,8.6,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,40.1,112,Unhealthy for Sensitive Groups,104.6,8.0,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,47.0,129,Unhealthy for Sensitive Groups,104.6,9.4,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,59.9,153,Unhealthy,104.6,12.0,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,73.1,160,Unhealthy,104.6,14.6,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,121.6,185,Unhealthy,104.6,24.3,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,163.9,214,Very Unhealthy,104.6,32.8,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2019,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,182.0,232,Very Unhealthy,104.6,36.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,65.81,2.0
2020,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,182.8,233,Very Unhealthy,98.7,36.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,161.9,212,Very Unhealthy,98.7,32.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,97.8,173,Unhealthy,98.7,19.6,0,0,0,Spring,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,51.8,141,Unhealthy for Sensitive Groups,98.7,10.4,0,0,0,Spring,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,40.9,114,Unhealthy for Sensitive Groups,98.7,8.2,0,0,0,Summer/Monsoon,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,38.3,108,Unhealthy for Sensitive Groups,98.7,7.7,0,0,0,Summer/Monsoon,1,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,44.6,123,Unhealthy for Sensitive Groups,98.7,8.9,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,54.2,147,Unhealthy for Sensitive Groups,98.7,10.8,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,68.5,158,Unhealthy,98.7,13.7,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,112.6,180,Unhealthy,98.7,22.5,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,154.7,205,Very Unhealthy,98.7,30.9,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2020,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,174.9,225,Very Unhealthy,98.7,35.0,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,59.0,3.0
2021,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,207.8,258,Very Unhealthy,112.3,41.6,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,184.0,234,Very Unhealthy,112.3,36.8,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,112.7,181,Unhealthy,112.3,22.5,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,60.6,154,Unhealthy,112.3,12.1,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,46.5,128,Unhealthy for Sensitive Groups,112.3,9.3,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,44.6,123,Unhealthy for Sensitive Groups,112.3,8.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,49.4,135,Unhealthy for Sensitive Groups,112.3,9.9,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,61.0,154,Unhealthy,112.3,12.2,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,76.1,162,Unhealthy,112.3,15.2,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,133.0,191,Unhealthy,112.3,26.6,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,178.9,229,Very Unhealthy,112.3,35.8,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2021,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,197.7,248,Very Unhealthy,112.3,39.5,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,68.4,3.0
2022,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,199.3,249,Very Unhealthy,108.5,39.9,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,2,February,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,177.2,227,Very Unhealthy,108.5,35.4,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,3,March,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,111.4,180,Unhealthy,108.5,22.3,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,4,April,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,57.5,152,Unhealthy,108.5,11.5,0,0,0,Spring,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,5,May,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,44.7,124,Unhealthy for Sensitive Groups,108.5,8.9,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,6,June,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,42.3,118,Unhealthy for Sensitive Groups,108.5,8.5,0,0,0,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,7,July,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,48.6,133,Unhealthy for Sensitive Groups,108.5,9.7,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,8,August,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,60.3,153,Unhealthy,108.5,12.1,0,0,1,Summer/Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,9,September,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,74.7,161,Unhealthy,108.5,14.9,0,0,1,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,10,October,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,126.5,188,Unhealthy,108.5,25.3,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,11,November,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,176.0,226,Very Unhealthy,108.5,35.2,1,1,0,Post-Monsoon,0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2022,12,December,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,195.1,245,Very Unhealthy,108.5,39.0,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,70.9,2.0
2023,1,January,Faisalabad,Punjab,Central Punjab,31.4187,73.0791,3.8,215.8,266,Very Unhealthy,115.2,43.2,1,0,0,Winter (Smog Season),0,IQAir World Air Quality Report 2018-2025 / IQAir city pages / PMC research compilation / WHO AQLI 2025,Verified,72.1,3.0
